Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Import,5,3658353.156
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Export,6,3461052.57
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Exp.,2,3461052.57
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Imp.,1,3040341.055
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Import,5,3040341.055
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Export,6,2636309.158
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Exp.,2,2636309.158
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Imp.,1,1702623.443
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Import,5,1702623.443
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Export,6,3107188.772
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Exp.,2,3107188.772
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Imp.,1,1833789.671
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Import,5,1833789.671
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Export,6,3709955.792
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Exp.,2,3709955.792
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Imp.,1,1978838.833
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Import,5,1978838.833
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Export,6,3212199.289
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Exp.,2,3212199.289
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Imp.,1,1918253.976
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Import,5,1918253.976
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Export,6,3241956.82
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Gross Exp.,2,3241956.82
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Gross Imp.,1,2076296.978
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Import,5,2076296.978
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Export,6,3049855.875
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Gross Exp.,2,3049855.875
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Gross Imp.,1,2265736.765
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Import,5,2265736.765
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Export,6,2920765.181
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Gross Exp.,2,2920765.181
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Gross Imp.,1,2405527.741
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Import,5,2405527.741
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Export,6,2753743.776
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Gross Exp.,2,2753743.776
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Gross Imp.,1,2653057.733
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Import,5,2653057.733
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Export,6,3124955.073
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Gross Exp.,2,3124955.073
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Gross Imp.,1,3254316.788
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Import,5,3254316.788
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Export,6,3443224.432
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Gross Exp.,2,3443224.432
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Gross Imp.,1,3364109.504
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Import,5,3364109.504
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Export,6,3165667.213
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Exp.,2,3165667.213
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Imp.,1,3011154.413
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Import,5,3011154.413
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Export,6,2990358.045
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Exp.,2,2990358.045
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Imp.,1,2794683.666
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Import,5,2794683.666
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Export,6,3924334.967
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Exp.,2,3924334.967
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Imp.,1,3738985.555
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Import,5,3738985.555
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Export,6,4889924.049
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Exp.,2,4889924.049
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Imp.,1,4353335.613
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Import,5,4353335.613
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Export,6,4297429.559
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Exp.,2,4297429.559
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Imp.,1,4426965.936
S2,ISL,Total,Iceland,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Import,5,4426965.936
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Re-Import,4,3688850.366
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Export,6,260777334.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Exp.,2,272815706.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Imp.,1,270099949.6
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Import,5,266842500.7
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Re-Export,3,12038372
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Re-Import,4,3257448.888
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Export,6,243249979.5
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Exp.,2,255957384.9
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Imp.,1,248848629.2
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Import,5,246209161.5
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Re-Export,3,12707405.41
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Re-Import,4,2639467.656
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Export,6,311870464.2
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Exp.,2,323698713.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Imp.,1,321893497.7
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Import,5,318822505.5
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Re-Export,3,11828248.99
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Re-Import,4,3070992.203
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Export,6,330674844.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Exp.,2,345745465.7
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Imp.,1,353651122.4
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Import,5,350666544.4
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Re-Export,3,15070621.66
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Re-Import,4,2984577.975
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Export,6,339813465.9
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Exp.,2,347346011.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Imp.,1,364638319.4
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Import,5,361530856.1
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Re-Export,3,7532545.221
S2,ITA,Total,Italy,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Re-Import,4,3107463.336
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Export,6,8556806.006
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Gross Exp.,2,8556806.006
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Gross Imp.,1,3480623.706
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Import,5,3480623.706
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Export,6,10152969.75
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Gross Exp.,2,10152969.75
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Gross Imp.,1,3936511.736
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Import,5,3936511.736
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Export,6,11858535.64
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Gross Exp.,2,11858535.64
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Gross Imp.,1,5707862.473
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Import,5,5707862.473
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Export,6,12731452.66
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Gross Exp.,2,12731452.66
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Gross Imp.,1,7330593.785
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Import,5,7330593.785
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Export,6,16692154.69
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Gross Exp.,2,16692154.69
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Gross Imp.,1,7294129.407
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Import,5,7294129.407
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Export,6,17340331.95
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Gross Exp.,2,17340331.95
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Gross Imp.,1,7108241.707
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Import,5,7108241.707
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Export,6,15317527.78
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Gross Exp.,2,15317527.78
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Gross Imp.,1,6892278.816
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Import,5,6892278.816
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Export,6,16851120.8
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Gross Exp.,2,16851120.8
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Gross Imp.,1,7633430.052
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Import,5,7633430.052
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Export,6,17901310.37
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Gross Exp.,2,17901310.37
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Gross Imp.,1,8749015.286
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Import,5,8749015.286
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Export,6,18876282.43
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Gross Exp.,2,18876282.43
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Gross Imp.,1,8528188.685
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Import,5,8528188.685
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Export,6,27840252.67
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Gross Exp.,2,27840252.67
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Gross Imp.,1,11843833.97
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Import,5,11843833.97
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Export,6,34101750.55
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Gross Exp.,2,34101750.55
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Gross Imp.,1,16389930.07
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Import,5,16389930.07
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Export,6,42288347.66
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Gross Exp.,2,42288347.66
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Gross Imp.,1,22317159.01
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Import,5,22317159.01
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Export,6,42944952.98
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Gross Exp.,2,42944952.98
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Gross Imp.,1,26497332.58
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Import,5,26497332.58
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Export,6,48711180.98
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Gross Exp.,2,48711180.98
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Gross Imp.,1,32957262.19
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Import,5,32957262.19
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Export,6,54116642.17
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Gross Exp.,2,54116642.17
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Gross Imp.,1,29856476.06
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Import,5,29856476.06
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Export,6,55789831.2
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Gross Exp.,2,55789831.2
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Gross Imp.,1,29267896.91
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Import,5,29267896.91
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Export,6,49189876.05
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Gross Exp.,2,49189876.05
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Gross Imp.,1,28493506.06
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Import,5,28493506.06
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Export,6,49502114.59
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Gross Exp.,2,49502114.59
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Gross Imp.,1,33423277.13
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Import,5,33423277.13
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Export,6,57520820.63
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Gross Exp.,2,57520820.63
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Gross Imp.,1,42290278.32
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Import,5,42290278.32
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Export,6,51834843.53
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Gross Exp.,2,51834843.53
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Gross Imp.,1,42790153.03
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Import,5,42790153.03
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Export,6,53672810.1
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Gross Exp.,2,53672810.1
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Gross Imp.,1,38543976.46
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Import,5,38543976.46
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Export,6,58800162.35
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Gross Exp.,2,58800162.35
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Gross Imp.,1,33895862.4
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Import,5,33895862.4
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Export,6,62328973.25
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Gross Exp.,2,62328973.25
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Gross Imp.,1,37502471.71
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Import,5,37502471.71
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Export,6,65711161.87
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Gross Exp.,2,65711161.87
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Gross Imp.,1,41149653.29
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Import,5,41149653.29
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Export,6,54526983.53
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Gross Exp.,2,54526983.53
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Gross Imp.,1,39613997.5
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Import,5,39613997.5
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Export,6,51939304.94
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Gross Exp.,2,51939304.94
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Gross Imp.,1,39507498.13
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Import,5,39507498.13
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Export,6,62450608.15
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Gross Exp.,2,62450608.15
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Gross Imp.,1,44351600.56
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Import,5,44351600.56
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Export,6,74302707.82
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Gross Exp.,2,74302707.82
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Gross Imp.,1,51430942.79
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Import,5,51430942.79
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Export,6,72775478.28
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Gross Exp.,2,72775478.28
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Gross Imp.,1,52197126.75
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Import,5,52197126.75
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Export,6,79030564.11
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Exp.,2,79030564.11
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Imp.,1,53457133.6
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Import,5,53457133.6
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Export,6,89387063.7
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Exp.,2,89387063.7
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Imp.,1,57763195.12
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Import,5,57763195.12
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Export,6,94043091.62
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Exp.,2,94043091.62
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Imp.,1,63029407.76
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Import,5,63029407.76
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Export,6,60638801.85
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Exp.,2,60638801.85
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Imp.,1,53569135.28
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Import,5,53569135.28
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Export,6,72909286.51
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Exp.,2,72909286.51
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Imp.,1,60162325.03
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Import,5,60162325.03
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Export,6,79562802.71
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Exp.,2,79562802.71
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Imp.,1,73348364.97
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Import,5,73348364.97
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Export,6,68168751.76
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Exp.,2,68168751.76
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Imp.,1,76045809.68
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Import,5,76045809.68
S2,JPN,Total,Japan,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Export,6,60690448.39
